absa_seat,absa_food,absa_staff,absa_ground_service,absa_entertainment,Verified,Type Of Traveller,Seat Type,review_length,Recommended
0.2672,-0.3754,-0.2038,-0.6407,-0.1612,False,Solo Leisure,Economy Class,393,0
-0.7917,-0.9249,-0.9207,-0.9674,-0.8749,True,Family Leisure,First Class,354,0
-0.7027,-0.9573,-0.9723,-0.9739,-0.9274,True,Couple Leisure,Economy Class,234,0
-0.9194,-0.9441,-0.9514,-0.9425,-0.9379,True,Couple Leisure,Economy Class,1735,0
-0.9308,-0.969,-0.9764,-0.9641,-0.9609,False,Couple Leisure,Economy Class,781,0
-0.4715,-0.8554,-0.9386,-0.6699,-0.8552,False,Family Leisure,Economy Class,299,0
-0.8606,-0.9434,-0.9586,-0.9609,-0.9232,True,Solo Leisure,Premium Economy,424,0
-0.6751,-0.8957,-0.9384,-0.8955,-0.879,True,Family Leisure,Economy Class,1068,0
-0.7951,-0.9428,-0.953,-0.9491,-0.8972,True,Solo Leisure,Economy Class,568,0
-0.9241,-0.9514,-0.9598,-0.9539,-0.9396,False,Family Leisure,Economy Class,977,0
0.9201,0.8608,0.88,0.6621,0.8787,True,Solo Leisure,First Class,862,1
-0.8122,-0.963,-0.9738,-0.9664,-0.9433,True,Solo Leisure,Economy Class,413,0
0.9566,0.5534,0.6324,0.0293,0.526,True,Family Leisure,Economy Class,215,1
0.9601,0.956,0.9729,0.9397,0.956,True,Solo Leisure,Economy Class,1321,1
-0.8789,-0.944,-0.9618,-0.9526,-0.9363,False,Solo Leisure,Economy Class,948,0
0.9946,0.9911,0.9929,0.967,0.99,True,Couple Leisure,Economy Class,664,1
-0.8405,-0.8489,-0.8492,-0.8605,-0.8506,False,Solo Leisure,Economy Class,3004,1
0.974,0.9526,0.9718,0.9087,0.9617,True,Family Leisure,Economy Class,945,1
-0.4167,-0.7237,-0.8384,-0.7994,-0.6653,True,Family Leisure,Economy Class,824,0
0.9931,0.9918,0.9932,0.9808,0.9911,True,Solo Leisure,Economy Class,201,1
-0.9632,-0.9759,-0.9861,-0.981,-0.9548,True,Solo Leisure,Economy Class,354,0
-0.8929,-0.9508,-0.9654,-0.9583,-0.9257,True,Solo Leisure,Economy Class,432,0
-0.9121,-0.9738,-0.9815,-0.981,-0.9621,True,Family Leisure,Economy Class,449,0
0.9917,0.9906,0.9912,0.9775,0.9909,True,Solo Leisure,Economy Class,606,1
-0.2601,-0.4735,-0.197,-0.5455,-0.4659,False,Family Leisure,Economy Class,1690,0
0.9292,0.8752,0.8968,0.6957,0.8888,False,Couple Leisure,Premium Economy,542,1
-0.5031,-0.5361,-0.5774,-0.5871,-0.5259,False,Solo Leisure,Economy Class,2064,0
-0.9175,-0.9406,-0.9387,-0.9374,-0.9351,True,Solo Leisure,Economy Class,1782,0
-0.8018,-0.9185,-0.9692,-0.9379,-0.8692,True,Business,Economy Class,431,1
-0.8404,-0.9215,-0.9707,-0.9295,-0.9078,True,Solo Leisure,Economy Class,738,0
0.9931,0.9924,0.9932,0.972,0.9922,False,Couple Leisure,Economy Class,352,1
-0.8295,-0.8697,-0.8761,-0.873,-0.8692,False,Solo Leisure,Economy Class,1775,0
-0.6871,-0.7734,-0.8077,-0.7751,-0.7407,True,Couple Leisure,Economy Class,740,0
-0.8189,-0.9292,-0.5597,-0.9548,-0.9115,True,Business,First Class,543,0
-0.7573,-0.8352,-0.8543,-0.8506,-0.8051,False,Family Leisure,First Class,1207,0
-0.884,-0.9551,-0.9766,-0.9625,-0.9428,True,Solo Leisure,Premium Economy,790,0
-0.4761,-0.9399,-0.9947,-0.957,-0.8122,False,Family Leisure,Economy Class,222,0
-0.9618,-0.9691,-0.9653,-0.9694,-0.9727,False,Solo Leisure,Economy Class,685,0
0.995,0.9946,0.9947,0.9762,0.9923,False,Family Leisure,Economy Class,220,1
-0.9741,-0.98,-0.9813,-0.9799,-0.9802,False,Business,Economy Class,501,0
-0.6044,-0.8352,-0.8865,-0.8993,-0.7255,True,Couple Leisure,Economy Class,398,0
-0.9558,-0.9836,-0.9866,-0.9781,-0.9715,True,Solo Leisure,Economy Class,670,0
-0.6701,-0.8617,-0.9622,-0.8759,-0.8544,True,Family Leisure,Economy Class,863,0
0.9958,0.9839,0.9947,0.9869,0.9942,True,Solo Leisure,First Class,237,1
-0.8405,-0.9031,-0.9247,-0.9019,-0.8963,False,Solo Leisure,Economy Class,1168,0
-0.1682,-0.9083,-0.9787,-0.8041,-0.9887,True,Family Leisure,Economy Class,245,0
0.9657,0.9441,0.9427,0.901,0.6313,True,Solo Leisure,Economy Class,1054,1
-0.8986,-0.9414,-0.9472,-0.9444,-0.9344,True,Business,First Class,816,0
0.9926,0.9817,0.9883,0.981,0.9859,False,Solo Leisure,Economy Class,949,1
-0.7463,-0.9173,-0.9146,-0.9332,-0.9137,True,Solo Leisure,First Class,1810,0
-0.9236,-0.9379,-0.9482,-0.9679,-0.9192,False,Couple Leisure,Economy Class,302,0
-0.9338,-0.9529,-0.9561,-0.9553,-0.9473,False,Couple Leisure,Economy Class,1030,0
-0.858,-0.9627,-0.9831,-0.9774,-0.9128,True,Couple Leisure,Economy Class,596,0
0.8975,0.8547,0.8814,0.8128,0.8669,True,Solo Leisure,Economy Class,2225,1
-0.935,-0.9834,-0.9887,-0.9849,-0.9798,False,Family Leisure,Economy Class,245,0
-0.724,-0.9545,-0.9691,-0.9602,-0.9225,False,Couple Leisure,Economy Class,447,0
-0.5811,-0.703,-0.7512,-0.7835,-0.7032,False,Family Leisure,Economy Class,1217,0
-0.3405,-0.8377,-0.9679,-0.8728,-0.7799,False,Couple Leisure,Economy Class,685,0
-0.88,-0.947,-0.9596,-0.9556,-0.9427,False,Business,Economy Class,463,0
-0.8954,-0.9375,-0.9504,-0.9356,-0.9305,False,Solo Leisure,Economy Class,1172,0
-0.6774,-0.7211,-0.8439,-0.7892,-0.9466,False,Couple Leisure,Economy Class,1100,1
-0.7045,-0.9552,-0.9838,-0.946,-0.8119,True,Solo Leisure,Economy Class,247,0
-0.9301,-0.9617,-0.9732,-0.9659,-0.953,True,Business,Economy Class,734,0
0.9887,0.9753,0.9838,0.923,0.9754,True,Business,Economy Class,434,1
-0.9509,-0.9717,-0.9758,-0.9733,-0.9688,False,Couple Leisure,Economy Class,756,0
-0.9623,-0.9471,-0.9721,-0.9663,-0.968,False,Business,Economy Class,497,0
-0.926,-0.9453,-0.9487,-0.9421,-0.9408,True,Solo Leisure,Economy Class,1083,0
-0.9521,-0.9827,-0.9857,-0.9887,-0.9805,True,Couple Leisure,Economy Class,443,0
-0.9547,-0.9704,-0.9713,-0.9738,-0.9674,False,Family Leisure,Economy Class,1293,0
-0.9534,-0.9691,-0.8032,-0.9685,-0.9645,False,Family Leisure,Economy Class,429,1
-0.4476,-0.9518,-0.9501,-0.9549,-0.8948,False,Business,Economy Class,151,0
-0.8784,-0.9697,-0.9749,-0.9718,-0.9478,False,Family Leisure,Economy Class,837,0
-0.9921,-0.9496,-0.9821,-0.9667,-0.9945,False,Solo Leisure,Economy Class,308,0
-0.6649,-0.8569,-0.9291,-0.8972,-0.8146,True,Couple Leisure,Economy Class,631,0
-0.4222,-0.954,-0.9897,-0.9698,-0.8727,True,Family Leisure,Economy Class,472,0
-0.8854,-0.9067,-0.9157,-0.9309,-0.9018,True,Family Leisure,Economy Class,1448,0
-0.9148,-0.9839,-0.9876,-0.982,-0.9733,True,Couple Leisure,Economy Class,504,0
0.6609,0.5371,0.6908,0.4356,0.6272,True,Solo Leisure,Premium Economy,843,1
0.8733,0.7352,0.7568,0.7109,0.7588,True,Family Leisure,First Class,3448,1
0.9907,0.9712,0.9819,0.9586,0.9741,False,Solo Leisure,Economy Class,383,1
-0.812,-0.9055,-0.9444,-0.9065,-0.8854,True,Solo Leisure,Economy Class,876,0
-0.9648,-0.9839,-0.9852,-0.9852,-0.984,True,Family Leisure,Economy Class,324,0
-0.9297,-0.9595,-0.9696,-0.9576,-0.953,False,Solo Leisure,Economy Class,1204,0
-0.9774,-0.9898,-0.9888,-0.9898,-0.9878,True,Family Leisure,Business Class,301,0
-0.7665,-0.9488,-0.9529,-0.9691,-0.8982,True,Family Leisure,Economy Class,244,0
-0.906,-0.9381,-0.9468,-0.9516,-0.9297,True,Family Leisure,Economy Class,1234,0
-0.9209,-0.9495,-0.9675,-0.9544,-0.9396,False,Couple Leisure,Premium Economy,1094,0
-0.5291,-0.596,-0.5782,-0.609,-0.59,True,Couple Leisure,Economy Class,2118,0
-0.8231,-0.9534,-0.9671,-0.9478,-0.9275,True,Business,Economy Class,902,0
0.9539,-0.7761,0.9493,0.4704,0.9227,False,Couple Leisure,Business Class,647,0
-0.6571,-0.9787,-0.8971,-0.8245,0.8779,True,Solo Leisure,Economy Class,635,0
-0.9795,-0.6418,-0.9429,-0.4463,-0.8758,False,Couple Leisure,Economy Class,930,0
-0.9148,-0.957,-0.9763,-0.9603,-0.9497,True,Family Leisure,Business Class,970,0
0.9553,0.9876,0.9821,0.8594,-0.8254,True,Family Leisure,Business Class,297,1
-0.8966,-0.9499,-0.9684,-0.9574,-0.9373,False,Solo Leisure,Business Class,1056,0
-0.8635,-0.9415,-0.9581,-0.8286,-0.8476,False,Solo Leisure,Economy Class,295,0
-0.7663,-0.8543,-0.8351,-0.808,-0.8081,True,Couple Leisure,Premium Economy,1614,0
-0.9412,-0.9705,-0.9845,-0.9562,-0.9483,True,Couple Leisure,Economy Class,699,0
-0.1554,-0.5599,-0.631,-0.6385,-0.4524,True,Solo Leisure,Economy Class,1025,0
-0.8306,-0.95,-0.9663,-0.9644,-0.8913,False,Family Leisure,Premium Economy,214,0
-0.6378,-0.7719,-0.8173,-0.7693,-0.7381,True,Couple Leisure,Economy Class,1677,0
-0.7744,-0.8721,-0.9029,-0.9421,-0.8835,True,Couple Leisure,Economy Class,595,0
-0.5398,-0.9382,-0.9865,-0.9686,-0.8088,True,Business,Business Class,342,0
-0.8789,-0.9505,-0.771,-0.8888,-0.8744,False,Couple Leisure,Economy Class,728,0
0.9738,0.9404,0.9856,0.9221,0.934,True,Solo Leisure,Economy Class,183,1
-0.5007,-0.7053,-0.9242,-0.8735,-0.4567,True,Family Leisure,Economy Class,281,0
-0.8831,-0.8898,-0.9034,-0.8879,-0.8941,True,Solo Leisure,Economy Class,1631,0
-0.6373,-0.7213,-0.8555,-0.711,-0.816,False,Couple Leisure,Economy Class,1723,0
-0.8943,-0.9567,-0.968,-0.9459,-0.9296,True,Solo Leisure,Economy Class,640,0
-0.7414,-0.8714,-0.9138,-0.8666,-0.7654,True,Family Leisure,Economy Class,551,0
-0.9029,-0.956,-0.9726,-0.9534,-0.9155,True,Solo Leisure,Economy Class,703,0
-0.4717,-0.631,-0.7107,-0.7007,-0.5896,True,Couple Leisure,Business Class,1806,0
-0.7738,-0.9883,-0.9545,-0.9542,-0.849,True,Solo Leisure,Business Class,299,0
-0.023,-0.9124,-0.9565,-0.9105,-0.982,False,Solo Leisure,Economy Class,263,0
0.7669,0.6182,0.7577,0.5696,0.6962,True,Family Leisure,Business Class,1027,1
-0.9871,-0.9824,-0.9853,-0.979,-0.9724,True,Couple Leisure,Economy Class,261,0
-0.2107,-0.6149,-0.5758,-0.473,-0.3764,True,Business,Business Class,259,0
-0.7234,-0.5379,-0.5364,-0.7166,-0.4583,True,Couple Leisure,Economy Class,586,1
-0.9243,-0.972,-0.9783,-0.9832,-0.9647,False,Couple Leisure,Economy Class,975,0
-0.6834,-0.8257,-0.8864,-0.8399,-0.8015,False,Family Leisure,Economy Class,1402,0
-0.9543,-0.9795,-0.992,-0.9792,-0.9707,True,Solo Leisure,Business Class,426,0
-0.3615,-0.8549,-0.9532,-0.884,-0.7562,False,Solo Leisure,Economy Class,535,0
0.3314,-0.1499,-0.0547,-0.3679,-0.042,True,Family Leisure,Economy Class,725,0
-0.8486,-0.8852,-0.9305,-0.8938,-0.8784,True,Solo Leisure,Economy Class,1795,0
-0.952,-0.9812,-0.9896,-0.9837,-0.9733,True,Business,Business Class,360,0
-0.9616,-0.9907,-0.9955,-0.9915,-0.986,True,Solo Leisure,Economy Class,252,0
-0.9199,-0.969,-0.9844,-0.9689,-0.9634,True,Family Leisure,Economy Class,673,0
-0.9022,-0.9082,-0.9068,-0.9068,-0.9118,True,Couple Leisure,Economy Class,2504,0
-0.8724,-0.9747,-0.972,-0.9637,-0.9507,True,Couple Leisure,Premium Economy,473,0
-0.9351,-0.9736,-0.9759,-0.9735,-0.9693,False,Business,Economy Class,854,0
-0.8351,-0.9473,-0.9459,-0.9342,-0.9412,True,Solo Leisure,Economy Class,1193,0
0.9914,0.9894,0.9918,0.9614,0.9763,True,Solo Leisure,Business Class,595,1
-0.9275,-0.9466,-0.9668,-0.9866,-0.9331,True,Family Leisure,Economy Class,594,0
-0.9219,-0.9706,-0.9739,-0.974,-0.9644,True,Family Leisure,Economy Class,450,0
-0.8567,-0.9818,-0.9859,-0.9844,-0.93,True,Couple Leisure,Economy Class,346,0
-0.2915,-0.9509,-0.9914,-0.9823,-0.6896,True,Family Leisure,Economy Class,275,0
0.9251,0.7994,0.885,0.6015,0.8341,True,Solo Leisure,Economy Class,445,1
-0.9656,-0.9761,-0.9798,-0.9779,-0.9728,True,Family Leisure,Economy Class,534,0
-0.9271,-0.9468,-0.9499,-0.9432,-0.9407,False,Solo Leisure,Economy Class,2351,0
0.9806,0.9179,0.9876,0.9321,0.9791,True,Family Leisure,Premium Economy,324,1
-0.7116,-0.8533,-0.9295,-0.7648,-0.912,True,Couple Leisure,Economy Class,532,0
-0.9472,-0.9477,-0.9491,-0.9486,-0.9464,False,Couple Leisure,Premium Economy,2286,0
0.9872,0.9841,0.9911,0.9708,0.9849,False,Couple Leisure,Economy Class,519,1
0.9914,0.985,0.9885,0.8972,0.9863,True,Solo Leisure,Economy Class,172,1
-0.9834,-0.9298,-0.7487,-0.9401,-0.9146,True,Business,Business Class,906,0
-0.4675,-0.6059,-0.617,-0.6136,-0.6263,False,Couple Leisure,Business Class,1351,0
-0.9314,-0.9794,-0.9806,-0.9366,-0.909,True,Solo Leisure,Business Class,918,0
-0.9084,-0.9518,-0.9737,-0.9478,-0.9323,True,Solo Leisure,Economy Class,728,0
-0.908,-0.9755,-0.9926,-0.9751,-0.9489,True,Business,Economy Class,487,0
-0.4895,-0.8331,-0.88,-0.8483,-0.8077,True,Solo Leisure,Economy Class,575,0
-0.0988,-0.7419,-0.8243,-0.8353,-0.4931,False,Couple Leisure,Business Class,615,0
-0.5422,-0.7988,-0.6111,-0.8378,-0.6838,True,Couple Leisure,Business Class,1008,0
-0.7956,-0.9168,-0.9394,-0.9152,-0.8646,True,Couple Leisure,Business Class,628,0
-0.9661,-0.9727,-0.9687,-0.9678,-0.9659,True,Solo Leisure,Business Class,1691,0
-0.9511,-0.9874,-0.9915,-0.9865,-0.9797,True,Solo Leisure,Business Class,325,0
-0.9456,-0.9796,-0.9821,-0.9832,-0.9718,True,Business,Economy Class,310,0
-0.8814,-0.9472,-0.9744,-0.9475,-0.936,True,Business,Economy Class,667,0
-0.8451,-0.9132,-0.9012,-0.8763,-0.8357,False,Couple Leisure,Business Class,2165,0
-0.7271,-0.7707,-0.7867,-0.7691,-0.7373,False,Couple Leisure,Economy Class,2151,0
-0.5309,-0.9829,-0.9383,-0.8487,-0.8051,False,Couple Leisure,Premium Economy,527,0
-0.9003,-0.9535,-0.9672,-0.9386,-0.9323,True,Family Leisure,Premium Economy,664,0
-0.3739,-0.9031,-0.967,-0.9108,-0.798,True,Family Leisure,Economy Class,366,0
0.9846,0.9892,0.9892,0.5234,0.9741,True,Solo Leisure,Premium Economy,527,1
-0.9491,-0.971,-0.9755,-0.9745,-0.9598,False,Couple Leisure,Economy Class,719,0
-0.9685,-0.9799,-0.9734,-0.9814,-0.965,False,Couple Leisure,Economy Class,193,0
-0.9709,-0.9802,-0.9863,-0.9812,-0.9752,True,Family Leisure,Economy Class,973,0
-0.7763,-0.8639,-0.8033,-0.8571,-0.6606,True,Solo Leisure,Economy Class,1116,0
-0.5083,-0.6306,-0.7859,-0.553,-0.5477,True,Business,Business Class,1758,0
-0.9542,-0.9666,-0.9764,-0.9668,-0.9661,True,Family Leisure,Economy Class,1048,0
-0.9208,-0.9431,-0.9456,-0.9403,-0.9344,True,Solo Leisure,Economy Class,1364,0
-0.966,-0.9765,-0.9676,-0.9674,-0.9752,False,Business,Economy Class,190,0
-0.9712,-0.9489,-0.9648,-0.9504,-0.9137,True,Couple Leisure,Business Class,541,0
-0.9843,-0.9907,-0.9839,-0.9869,-0.9859,True,Couple Leisure,Economy Class,495,0
0.9791,0.9953,0.9776,0.6413,0.9646,True,Solo Leisure,Business Class,384,1
-0.7199,-0.9464,-0.8837,-0.9459,-0.8972,True,Couple Leisure,Business Class,526,0
-0.8613,-0.9423,-0.9581,-0.9645,-0.9047,True,Couple Leisure,Economy Class,461,0
-0.9586,-0.9684,-0.9752,-0.9666,-0.9593,False,Couple Leisure,Economy Class,528,0
0.9701,0.9511,0.9834,0.7979,0.95,True,Couple Leisure,Economy Class,514,1
-0.8212,-0.9526,-0.9672,-0.9599,-0.9293,True,Business,Premium Economy,749,0
-0.9339,-0.9626,-0.9745,-0.967,-0.9586,True,Family Leisure,Economy Class,680,0
-0.6486,-0.7203,-0.9734,-0.8658,-0.8539,True,Business,Business Class,746,0
0.9767,0.9468,0.9684,0.912,0.9675,True,Solo Leisure,Economy Class,1185,1
0.9519,0.9474,0.9489,0.9403,0.9478,False,Couple Leisure,Business Class,2282,1
-0.9859,-0.9512,-0.9916,-0.9688,-0.922,True,Solo Leisure,Economy Class,665,0
-0.1702,-0.8707,-0.958,-0.9029,-0.649,True,Solo Leisure,Economy Class,478,0
-0.8809,-0.9471,-0.9683,-0.9649,-0.9512,False,Business,Economy Class,701,0
-0.9802,-0.9856,-0.9881,-0.9803,-0.9792,True,Business,Economy Class,406,0
0.9657,0.9757,0.9831,0.568,0.9416,True,Solo Leisure,Economy Class,454,1
-0.9513,-0.971,-0.979,-0.9722,-0.9612,True,Solo Leisure,Economy Class,464,0
-0.9403,-0.9593,-0.9751,-0.9782,-0.9515,True,Business,Economy Class,929,0
0.9815,0.97,0.9918,0.7331,0.9731,True,Solo Leisure,Economy Class,251,1
-0.9354,-0.9837,-0.9866,-0.9841,-0.9745,True,Solo Leisure,Economy Class,221,0
-0.8175,-0.8716,-0.9049,-0.8839,-0.8526,True,Business,Economy Class,1313,0
-0.8427,-0.9489,-0.9779,-0.9603,-0.9189,True,Business,Economy Class,643,0
-0.8755,-0.8957,-0.8972,-0.8752,-0.8818,True,Business,Business Class,1922,0
-0.987,-0.9875,-0.988,-0.9866,-0.9829,True,Business,Economy Class,203,0
0.9739,0.959,0.9598,0.8181,0.9568,True,Solo Leisure,Business Class,630,1
-0.8181,-0.9521,-0.9633,-0.9526,-0.9195,True,Family Leisure,Economy Class,488,0
-0.8902,-0.9532,-0.9872,-0.9786,-0.9503,True,Business,Economy Class,347,0
-0.8518,-0.9054,-0.9146,-0.9148,-0.8818,False,Couple Leisure,Economy Class,1682,0
-0.0518,-0.6067,-0.7494,-0.8112,-0.7584,True,Business,Business Class,444,0
-0.8723,-0.9559,-0.9689,-0.9581,-0.9406,True,Couple Leisure,Economy Class,666,0
-0.9581,-0.9827,-0.9881,-0.9813,-0.9765,True,Business,Business Class,663,0
-0.7172,-0.899,-0.9276,-0.9143,-0.8705,True,Solo Leisure,Economy Class,805,0
-0.7408,-0.7752,-0.8196,-0.7915,-0.7547,True,Solo Leisure,Economy Class,1914,0
0.9481,0.9007,0.9213,0.5865,0.9048,True,Solo Leisure,Economy Class,369,1
-0.766,-0.8327,-0.8556,-0.8346,-0.8247,True,Family Leisure,Business Class,1401,0
-0.9076,-0.9495,-0.9705,-0.9317,-0.938,False,Family Leisure,Economy Class,1586,0
0.9839,0.954,0.9606,0.8824,0.958,True,Solo Leisure,Economy Class,479,1
-0.9657,-0.9797,-0.9804,-0.9806,-0.9534,True,Business,Economy Class,366,0
-0.9181,-0.9634,-0.987,-0.9608,-0.9453,True,Business,Economy Class,459,0
-0.4325,-0.9087,-0.9629,-0.9319,-0.816,True,Couple Leisure,Economy Class,332,0
-0.0505,-0.0502,-0.0174,-0.1535,-0.0345,True,Solo Leisure,Economy Class,2049,1
-0.9482,-0.9649,-0.9914,-0.9665,-0.9525,True,Business,Economy Class,497,0
-0.9458,-0.9731,-0.9783,-0.9772,-0.9649,True,Family Leisure,Economy Class,405,0
-0.9493,-0.9855,-0.9884,-0.9872,-0.9673,True,Solo Leisure,Economy Class,234,0
0.9811,0.9264,0.9664,0.8605,0.9458,True,Couple Leisure,Economy Class,477,1
-0.9345,-0.9566,-0.963,-0.9542,-0.9509,True,Family Leisure,Economy Class,1376,0
-0.8263,-0.9298,-0.9371,-0.9244,-0.8975,True,Couple Leisure,Economy Class,1120,0
-0.9511,-0.9553,-0.9815,-0.9553,-0.938,False,Solo Leisure,Economy Class,516,0
-0.8457,-0.9724,-0.9721,-0.9601,-0.8861,True,Business,Business Class,352,0
-0.9216,-0.9811,-0.9929,-0.9918,-0.9474,True,Solo Leisure,Economy Class,434,0
-0.8917,-0.8629,-0.8847,-0.869,-0.8463,False,Family Leisure,Economy Class,1338,0
-0.7088,-0.7911,-0.9566,-0.7897,-0.6366,True,Solo Leisure,Economy Class,410,0
0.8669,0.9407,0.8849,0.4099,0.6202,True,Solo Leisure,Economy Class,228,1
0.9907,0.9775,0.9821,0.9263,0.9803,True,Couple Leisure,Economy Class,474,1
-0.2001,-0.9052,-0.3578,-0.7263,-0.4924,True,Couple Leisure,Economy Class,370,1
0.6299,0.3992,0.3772,0.3825,0.5605,True,Business,Business Class,665,0
0.6748,0.207,0.3279,0.1799,0.1963,True,Couple Leisure,Business Class,786,0
-0.9305,0.5704,0.9622,0.2112,0.5652,False,Solo Leisure,Economy Class,256,0
-0.81,-0.9429,-0.9697,-0.9532,-0.8832,True,Solo Leisure,Economy Class,603,0
0.8895,-0.5333,0.987,0.3614,0.6354,True,Solo Leisure,Economy Class,203,1
0.7446,0.5819,0.9363,0.5937,-0.6337,True,Couple Leisure,Economy Class,565,1
-0.9216,-0.9439,-0.9558,-0.9712,-0.9348,True,Solo Leisure,Business Class,1137,0
0.9789,0.9643,0.9951,0.7939,0.018,True,Couple Leisure,Economy Class,247,1
-0.9302,-0.9727,-0.9807,-0.9744,-0.9533,True,Business,Premium Economy,629,0
-0.1609,-0.7459,-0.9546,-0.7344,-0.3425,True,Couple Leisure,Economy Class,241,0
-0.8883,-0.9098,-0.9275,-0.9208,-0.9022,True,Solo Leisure,Economy Class,2271,0
0.9887,0.9879,0.9875,0.9752,0.9846,True,Business,Business Class,1178,1
0.9743,0.9693,0.9805,0.9541,0.9698,True,Business,Business Class,1858,1
-0.9132,-0.9229,-0.9252,-0.9282,-0.9185,False,Business,Economy Class,2232,0
-0.9076,-0.9378,-0.9451,-0.9389,-0.9388,True,Solo Leisure,Business Class,731,0
-0.8495,-0.9409,-0.9849,-0.952,-0.9242,True,Solo Leisure,Economy Class,514,0
-0.6484,-0.8716,-0.9697,-0.9162,-0.8321,True,Solo Leisure,Economy Class,520,0
-0.2177,-0.9049,-0.9574,-0.9017,-0.7467,True,Couple Leisure,Economy Class,312,0
-0.846,-0.9159,-0.9458,-0.9359,-0.9015,True,Solo Leisure,Economy Class,448,0
-0.7151,-0.768,-0.7847,-0.762,-0.7555,True,Family Leisure,Economy Class,1958,0
-0.7129,-0.8641,-0.8758,-0.8719,-0.8378,True,Family Leisure,Economy Class,460,0
-0.9702,-0.9811,-0.9845,-0.9832,-0.9767,True,Solo Leisure,Economy Class,387,0
0.8257,0.5984,0.8987,0.0614,0.4351,True,Solo Leisure,Economy Class,250,1
-0.6597,-0.0522,-0.2703,-0.469,-0.205,True,Solo Leisure,Economy Class,195,1
0.1561,-0.8449,-0.8606,-0.8268,-0.764,True,Business,Business Class,1026,0
-0.9776,-0.9085,-0.9598,-0.8932,-0.8755,True,Business,Premium Economy,954,0
-0.7839,-0.5857,-0.917,-0.8922,-0.7849,True,Solo Leisure,Economy Class,566,1
-0.9164,-0.9491,-0.955,-0.9506,-0.9367,True,Business,Economy Class,1511,0
-0.8843,-0.8248,-0.4989,-0.7162,-0.708,True,Business,Business Class,1034,0
-0.6854,-0.9299,-0.9585,-0.9169,-0.7687,False,Solo Leisure,Economy Class,356,0
-0.7288,-0.788,-0.8545,-0.7658,-0.7568,True,Solo Leisure,Economy Class,2584,0
-0.9219,-0.9522,-0.9598,-0.9596,-0.9509,True,Business,Economy Class,555,0
-0.7884,-0.836,-0.8328,-0.8548,-0.8216,True,Solo Leisure,Economy Class,1993,0
-0.9393,-0.9483,-0.9493,-0.9496,-0.9448,False,Family Leisure,Economy Class,746,0
0.2936,0.1654,0.2377,0.1734,0.2589,True,Business,Economy Class,1993,0
-0.938,-0.957,-0.9585,-0.9592,-0.9517,True,Solo Leisure,Premium Economy,935,0
-0.688,-0.775,-0.7764,-0.7792,-0.7444,True,Business,Economy Class,1635,0
-0.8241,-0.8909,-0.9429,-0.913,-0.8204,False,Family Leisure,Economy Class,470,0
-0.9499,-0.9528,-0.9518,-0.9558,-0.9552,True,Solo Leisure,Economy Class,2336,0
-0.8594,-0.9744,-0.9666,-0.9358,-0.8951,True,Solo Leisure,Premium Economy,500,0
-0.4098,-0.4917,-0.9812,-0.8962,-0.7265,True,Solo Leisure,Economy Class,506,0
-0.3042,-0.6603,-0.8559,-0.7339,-0.5989,True,Family Leisure,Economy Class,759,0
-0.9435,-0.9516,-0.9504,-0.9502,-0.9472,True,Business,Premium Economy,812,0
0.9881,0.9877,0.989,0.953,0.9884,True,Family Leisure,Economy Class,812,1
-0.9163,-0.9202,-0.9217,-0.9177,-0.9215,True,Solo Leisure,Premium Economy,2573,0
-0.6579,-0.877,-0.9433,-0.9734,-0.8301,True,Solo Leisure,Economy Class,231,1
0.51,-0.8755,-0.8668,-0.8819,-0.6562,True,Couple Leisure,Economy Class,219,0
-0.8191,-0.8658,-0.9294,-0.871,-0.8549,True,Couple Leisure,Business Class,3214,0
-0.884,-0.9485,-0.97,-0.9371,-0.9755,True,Family Leisure,Economy Class,419,0
0.9972,0.9737,0.9805,0.8131,0.9667,True,Solo Leisure,Economy Class,227,1
-0.6915,-0.9754,-0.9717,-0.9456,-0.8706,False,Business,Economy Class,220,0
-0.966,-0.9865,-0.99,-0.9858,-0.9797,False,Business,Economy Class,519,0
0.9896,0.9886,0.9898,0.9694,0.9881,True,Business,Business Class,1082,1
-0.6947,-0.7857,-0.8066,-0.788,-0.7627,True,Couple Leisure,Economy Class,1964,0
0.9518,0.8778,0.9067,0.7329,0.9072,True,Solo Leisure,Economy Class,1019,1
-0.8753,-0.8982,-0.9172,-0.9149,-0.8914,False,Family Leisure,Economy Class,1920,0
-0.9674,-0.984,-0.9885,-0.9844,-0.9793,True,Solo Leisure,Economy Class,512,0
-0.927,-0.9575,-0.9592,-0.9689,-0.9497,True,Solo Leisure,Economy Class,471,0
-0.8719,-0.9487,-0.9671,-0.9786,-0.9429,True,Solo Leisure,Economy Class,276,0
-0.8104,-0.9853,-0.991,-0.9868,-0.9298,False,Family Leisure,Economy Class,159,0
-0.7499,-0.9247,-0.9624,-0.9235,-0.8178,False,Couple Leisure,Economy Class,417,0
-0.8188,-0.935,-0.9425,-0.9618,-0.9023,True,Family Leisure,Economy Class,199,0
-0.6701,-0.8944,-0.9544,-0.9642,-0.7674,True,Solo Leisure,Economy Class,217,0
0.9546,0.9008,0.9686,0.4192,0.9505,True,Solo Leisure,Economy Class,401,1
0.9918,0.9715,0.9938,0.9223,0.9093,False,Solo Leisure,Economy Class,366,1
