absa_seat_e2,absa_food_e2,absa_staff_e2,absa_ground_service_e2,absa_entertainment_e2,absa_seat_e2_missing,absa_food_e2_missing,absa_staff_e2_missing,absa_ground_service_e2_missing,absa_entertainment_e2_missing,Verified,Type Of Traveller,Seat Type,review_length,row_id,Review Date,Date Flown,Recommended
,,,-0.9525,,1,1,1,0,1,False,Solo Leisure,Economy Class,394,3504,2022-11-02,2022-09-01,0
0.8812,,0.7906,0.3468,,0,1,0,0,1,True,Family Leisure,Economy Class,725,3505,2022-10-14,2022-10-01,1
,,,-0.7596,,1,1,1,0,1,False,Solo Leisure,Economy Class,340,3506,2022-08-21,2022-08-01,0
,,-0.8976,-0.8932,,1,1,0,0,1,False,Solo Leisure,Economy Class,896,3507,2022-07-23,2021-08-01,0
,-0.8466,-0.9086,-0.9327,-0.8746,1,0,0,0,0,False,Couple Leisure,Economy Class,581,3508,2022-07-08,2022-07-01,0
,,,-0.8638,,1,1,1,0,1,True,Couple Leisure,Economy Class,550,3509,2021-12-14,2021-12-01,0
0.9421,-0.3167,,-0.2006,,0,0,1,0,1,True,Family Leisure,Economy Class,427,3510,2021-11-27,2021-11-01,1
0.9927,0.9738,0.9875,0.9577,0.9683,0,0,0,0,0,True,Solo Leisure,Economy Class,769,3511,2021-09-12,2021-09-01,1
0.9913,,0.9549,0.8656,0.6252,0,1,0,0,0,True,Solo Leisure,Economy Class,516,3512,2021-08-31,2021-08-01,1
,,,-0.927,,1,1,1,0,1,True,Family Leisure,Economy Class,802,3513,2021-08-04,2021-08-01,0
0.9824,,0.9843,,0.9762,0,1,0,1,0,False,Family Leisure,Economy Class,293,3514,2021-03-22,2020-12-01,1
,,-0.9517,-0.945,,1,1,0,0,1,True,Solo Leisure,Economy Class,691,3515,2021-02-05,2021-02-01,0
0.9901,0.9896,0.9914,,,0,0,0,1,1,False,Business,Business Class,532,3516,2021-01-06,2020-02-01,1
,,0.9944,0.7875,,1,1,0,0,1,True,Solo Leisure,Economy Class,301,3517,2020-08-04,2020-07-01,1
,,-0.9863,-0.976,,1,1,0,0,1,True,Couple Leisure,Economy Class,257,3518,2020-07-05,2020-06-01,0
,,,-0.7066,,1,1,1,0,1,True,Family Leisure,Economy Class,585,3519,2020-06-24,2020-06-01,0
,,,-0.982,,1,1,1,0,1,True,Business,Economy Class,241,3520,2020-05-17,2020-06-01,0
,,,,,1,1,1,1,1,False,Solo Leisure,Economy Class,185,3521,2020-03-11,2020-02-01,0
0.9838,0.9146,0.9379,0.5391,,0,0,0,0,1,True,Couple Leisure,Economy Class,438,3522,2020-03-10,2020-02-01,1
,,,,,1,1,1,1,1,True,Business,Economy Class,409,3523,2020-03-10,2020-03-01,0
-0.4584,,-0.9087,-0.7057,,0,1,0,0,1,True,Business,Economy Class,324,3524,2020-03-05,2020-03-01,0
,,,-0.3369,,1,1,1,0,1,True,Solo Leisure,Economy Class,641,3525,2020-02-29,2020-02-01,0
-0.9103,,-0.9501,-0.9367,-0.9259,0,1,0,0,0,True,Solo Leisure,Economy Class,1731,3526,2020-02-14,2020-02-01,0
0.9952,,0.9942,0.9844,,0,1,0,0,1,True,Solo Leisure,Economy Class,522,3527,2020-01-22,2020-01-01,1
,,0.9945,,,1,1,0,1,1,True,Solo Leisure,Economy Class,258,3528,2019-12-31,2019-12-01,1
,,,-0.9321,,1,1,1,0,1,True,Solo Leisure,Economy Class,383,3529,2019-12-26,2019-12-01,0
-0.7417,-0.7405,-0.7935,-0.8205,-0.7831,0,0,0,0,0,True,Solo Leisure,Economy Class,1750,3530,2019-12-22,2019-12-01,0
-0.8104,,-0.9643,,-0.8597,0,1,0,1,0,True,Solo Leisure,Economy Class,611,3531,2019-12-11,2019-12-01,0
,,,-0.9162,,1,1,1,0,1,True,Solo Leisure,Economy Class,662,3532,2019-11-28,2019-10-01,0
,,,-0.9722,,1,1,1,0,1,True,Business,Economy Class,280,3533,2019-11-26,2019-11-01,0
,,,-0.9693,,1,1,1,0,1,True,Solo Leisure,Economy Class,700,3534,2019-11-26,2019-11-01,0
,,,-0.964,,1,1,1,0,1,False,Couple Leisure,Economy Class,415,3535,2019-11-23,2019-11-01,0
,,-0.9775,,,1,1,0,1,1,True,Solo Leisure,Economy Class,316,3536,2019-11-12,2019-10-01,1
-0.978,,,,,0,1,1,1,1,True,Couple Leisure,Economy Class,397,3537,2019-11-08,2019-11-01,0
,,,0.865,,1,1,1,0,1,True,Couple Leisure,Economy Class,163,3538,2019-11-07,2019-11-01,1
0.9685,0.8586,0.8366,,0.853,0,0,0,1,0,True,Family Leisure,Economy Class,995,3539,2019-11-06,2019-10-01,1
-0.8805,,-0.9612,-0.8864,,0,1,0,0,1,True,Solo Leisure,Economy Class,725,3540,2019-11-05,2019-11-01,0
-0.9733,,-0.9813,-0.9778,,0,1,0,0,1,True,Couple Leisure,Economy Class,827,3541,2019-11-05,2019-11-01,0
-0.8674,-0.8951,-0.9055,-0.8963,,0,0,0,0,1,True,Business,Business Class,1772,3542,2019-10-30,2019-10-01,0
,-0.9866,,-0.9542,,1,0,1,0,1,False,Solo Leisure,Economy Class,254,3543,2019-10-29,2019-10-01,0
,,,-0.9284,,1,1,1,0,1,True,Solo Leisure,Economy Class,313,3544,2019-10-25,2019-10-01,0
,,-0.9648,-0.9682,,1,1,0,0,1,True,Solo Leisure,Economy Class,303,3545,2019-10-09,2019-10-01,0
-0.9851,-0.9234,-0.9381,-0.9514,,0,0,0,0,1,False,Solo Leisure,Premium Economy,519,3546,2019-10-03,2019-09-01,0
-0.9595,-0.9587,-0.9621,-0.9518,-0.957,0,0,0,0,0,True,Couple Leisure,Economy Class,2294,3547,2019-09-26,2019-08-01,0
0.9965,,0.9897,0.9769,,0,1,0,0,1,True,Business,Economy Class,201,3548,2019-09-20,2019-09-01,1
,,-0.8986,-0.8847,,1,1,0,0,1,True,Solo Leisure,Economy Class,196,3549,2019-09-18,2019-09-01,0
,,-0.9868,-0.984,,1,1,0,0,1,True,Couple Leisure,Economy Class,350,3550,2019-09-17,2019-09-01,0
,,,-0.7917,,1,1,1,0,1,False,Solo Leisure,Economy Class,260,3551,2019-09-05,2019-09-01,0
,,,-0.8797,,1,1,1,0,1,True,Family Leisure,Economy Class,294,3552,2019-09-02,2019-09-01,0
-0.8887,,,-0.8406,,0,1,1,0,1,False,Couple Leisure,Economy Class,481,3553,2019-08-31,2019-08-01,0
,,-0.8957,-0.8284,,1,1,0,0,1,True,Couple Leisure,Economy Class,1284,3554,2019-08-27,2019-08-01,0
,,-0.7868,-0.711,,1,1,0,0,1,True,Solo Leisure,Economy Class,514,3555,2019-08-25,2019-08-01,0
0.9925,0.9882,0.9847,,0.984,0,0,0,1,0,True,Family Leisure,Economy Class,304,3556,2019-08-21,2019-04-01,1
,,0.994,,,1,1,0,1,1,True,Solo Leisure,Economy Class,214,3557,2019-08-17,2019-08-01,1
,,,-0.7373,-0.6252,1,1,1,0,0,True,Family Leisure,Economy Class,1098,3558,2019-08-16,2019-07-01,0
,,-0.9391,-0.9065,,1,1,0,0,1,True,Family Leisure,Economy Class,631,3559,2019-08-12,2019-08-01,0
,,-0.9759,-0.9547,,1,1,0,0,1,True,Family Leisure,Economy Class,491,3560,2019-08-03,2019-08-01,0
-0.9186,,,,,0,1,1,1,1,True,Business,Economy Class,351,3561,2019-08-01,2019-06-01,0
,,,-0.9699,,1,1,1,0,1,False,Family Leisure,Economy Class,255,3562,2019-07-26,2019-07-01,0
,,-0.9851,-0.9663,,1,1,0,0,1,False,Solo Leisure,Economy Class,276,3563,2019-07-26,2019-07-01,0
,,,,,1,1,1,1,1,False,Couple Leisure,Economy Class,177,3564,2019-07-15,2019-07-01,0
,,-0.9255,-0.8976,-0.8846,1,1,0,0,0,True,Family Leisure,Economy Class,2625,3565,2019-06-29,2019-06-01,0
,,,-0.8684,,1,1,1,0,1,True,Solo Leisure,Economy Class,317,3566,2019-06-25,2019-06-01,0
,,,-0.7578,,1,1,1,0,1,True,Business,Economy Class,338,3567,2019-06-19,2019-06-01,0
,,-0.9905,,-0.9746,1,1,0,1,0,True,Business,Economy Class,175,3568,2019-05-31,2019-05-01,0
-0.9538,,,-0.9643,,0,1,1,0,1,True,Family Leisure,Economy Class,632,3569,2019-05-10,2019-05-01,0
,,0.8401,0.6106,,1,1,0,0,1,True,Business,Economy Class,483,3570,2019-01-11,2018-12-01,0
,-0.9795,-0.9839,,,1,0,0,1,1,True,Solo Leisure,Economy Class,607,3571,2019-01-07,2019-01-01,0
,,,,,1,1,1,1,1,True,Solo Leisure,Economy Class,373,3572,2018-12-15,2018-12-01,0
-0.8807,-0.9776,-0.9919,,,0,0,0,1,1,True,Solo Leisure,Economy Class,325,3573,2018-09-11,2018-09-01,0
,,0.9905,-0.5813,,1,1,0,0,1,True,Family Leisure,Economy Class,261,3574,2018-08-18,2018-08-01,1
0.992,,0.6303,0.5501,,0,1,0,0,1,True,Family Leisure,Economy Class,247,3575,2018-08-18,2018-08-01,1
,0.2833,0.9357,-0.111,0.625,1,0,0,0,0,True,Couple Leisure,Economy Class,444,3576,2018-08-13,2018-07-01,1
-0.945,,-0.9621,-0.9491,,0,1,0,0,1,True,Family Leisure,Economy Class,2580,3577,2018-08-12,2018-08-01,0
,,-0.9788,-0.9692,,1,1,0,0,1,True,Family Leisure,Economy Class,841,3578,2018-07-30,2018-07-01,0
,,-0.975,-0.9353,,1,1,0,0,1,True,Couple Leisure,Economy Class,725,3579,2018-07-11,2018-07-01,0
,,,-0.4968,,1,1,1,0,1,True,Solo Leisure,Economy Class,277,3580,2018-06-29,2018-06-01,0
,,-0.9661,-0.8785,,1,1,0,0,1,True,Solo Leisure,Economy Class,600,3581,2018-06-05,2018-05-01,0
-0.6843,-0.5923,-0.7962,,,0,0,0,1,1,True,Solo Leisure,Economy Class,636,3582,2018-06-04,2018-05-01,0
0.0443,,-0.5878,-0.5404,,0,1,0,0,1,False,Solo Leisure,Economy Class,1037,3583,2018-05-29,2018-05-01,0
,,-0.9848,-0.9891,-0.9449,1,1,0,0,0,True,Solo Leisure,Economy Class,520,3584,2018-05-29,2018-05-01,0
-0.7963,,-0.968,-0.9374,,0,1,0,0,1,True,Family Leisure,Economy Class,391,3585,2018-04-03,2018-04-01,0
,,-0.9271,-0.9184,,1,1,0,0,1,True,Family Leisure,Economy Class,1263,3586,2018-03-16,2017-06-01,0
-0.589,,-0.9707,-0.9079,,0,1,0,0,1,True,Business,Economy Class,518,3587,2018-03-12,2018-03-01,0
,,,-0.939,-0.839,1,1,1,0,0,True,Solo Leisure,Economy Class,362,3588,2018-03-01,2018-02-01,0
-0.558,-0.7547,-0.8075,-0.5412,-0.6871,0,0,0,0,0,True,Couple Leisure,Economy Class,1618,3589,2018-01-04,2018-01-01,0
,,-0.9885,-0.9708,,1,1,0,0,1,True,Couple Leisure,Economy Class,597,3590,2017-12-29,2017-12-01,0
,-0.919,,-0.9434,,1,0,1,0,1,True,Solo Leisure,Economy Class,538,3591,2017-12-16,2017-12-01,0
0.9066,0.0907,-0.5197,,,0,0,0,1,1,True,Solo Leisure,Economy Class,631,3592,2017-12-06,2017-10-01,1
,,,-0.8965,,1,1,1,0,1,True,Business,Economy Class,483,3593,2017-12-05,2017-12-01,0
,,-0.96,-0.951,,1,1,0,0,1,False,Couple Leisure,Economy Class,782,3594,2017-10-30,2017-10-01,0
,,,-0.9824,,1,1,1,0,1,False,Business,Economy Class,251,3595,2023-05-21,2022-08-01,0
0.9969,0.9965,0.9961,0.932,,0,0,0,0,1,True,Solo Leisure,Business Class,274,3596,2023-05-17,2023-05-01,1
-0.386,-0.5908,,-0.6317,,0,0,1,0,1,False,Solo Leisure,Economy Class,1462,3597,2023-04-14,2023-04-01,0
,0.9918,0.9933,,,1,0,0,1,1,False,Couple Leisure,Business Class,607,3598,2023-04-09,2023-04-01,1
,,-0.9817,-0.9773,,1,1,0,0,1,True,Business,Economy Class,591,3599,2022-11-12,2022-11-01,0
0.9935,,0.9667,,,0,1,0,1,1,True,Couple Leisure,Business Class,187,3600,2019-02-07,2019-02-01,1
0.9919,0.944,0.9881,,0.9761,0,0,0,1,0,True,Solo Leisure,Economy Class,385,3601,2019-01-06,2018-09-01,1
0.0827,,,-0.9214,,0,1,1,0,1,True,Family Leisure,Economy Class,445,3602,2018-11-21,2018-11-01,0
,,0.9915,0.9575,,1,1,0,0,1,True,Solo Leisure,Economy Class,263,3603,2018-11-11,2018-10-01,1
,,,-0.851,,1,1,1,0,1,True,Couple Leisure,Economy Class,568,3604,2018-08-03,2018-07-01,0
,,-0.8451,,,1,1,0,1,1,True,Family Leisure,Economy Class,364,3605,2018-07-06,2018-07-01,0
,,0.919,0.6025,,1,1,0,0,1,False,Couple Leisure,Economy Class,412,3606,2016-05-04,2016-05-01,1
,,0.2885,-0.1726,,1,1,0,0,1,False,Solo Leisure,Economy Class,575,3607,2016-03-07,2016-01-01,0
,0.9218,0.9764,0.9014,,1,0,0,0,1,False,Couple Leisure,Business Class,286,3608,2016-01-28,2015-12-01,1
-0.0322,0.5889,0.5035,,,0,0,0,1,1,False,Couple Leisure,Business Class,237,3609,2016-01-04,2015-11-01,1
-0.8887,,0.4338,-0.913,-0.7665,0,1,0,0,0,False,Couple Leisure,Economy Class,687,3610,2015-12-30,2015-12-01,1
,0.8794,0.9226,0.7472,0.926,1,0,0,0,0,False,Solo Leisure,Economy Class,773,3611,2015-09-05,2015-08-01,1
,0.9949,0.9945,,,1,0,0,1,1,False,Couple Leisure,Business Class,229,3612,2015-08-16,2015-08-01,1
,0.9942,0.9971,,,1,0,0,1,1,False,Solo Leisure,Business Class,189,3613,2015-07-30,2015-06-01,1
0.9867,,0.9899,0.9316,0.9665,0,1,0,0,0,False,Solo Leisure,Economy Class,509,3614,2015-06-18,2015-04-01,1
,0.8331,0.9038,,0.6855,1,0,0,1,0,False,Unknown,Economy Class,585,3615,2014-02-12,,1
,0.3713,0.7084,,0.0004,1,0,0,1,0,False,Unknown,Economy Class,646,3616,2014-01-10,,1
0.9969,0.9959,0.9971,,,0,0,0,1,1,False,Unknown,Economy Class,371,3617,2013-11-04,,1
0.9927,0.9879,0.9927,,,0,0,0,1,1,False,Unknown,Economy Class,397,3618,2013-10-23,,1
0.9138,,,0.2094,,0,1,1,0,1,False,Unknown,Business Class,300,3619,2013-08-12,,1
0.9836,0.9455,0.9858,0.8673,0.9323,0,0,0,0,0,False,Unknown,Economy Class,707,3620,2013-07-07,,1
0.7649,0.7282,0.8114,0.5961,0.7249,0,0,0,0,0,False,Unknown,Business Class,907,3621,2013-01-28,,1
,-0.9495,-0.9918,,,1,0,0,1,1,False,Unknown,Unknown,169,3622,2008-06-03,,0
-0.522,-0.9503,-0.9517,-0.9517,,0,0,0,0,1,False,Unknown,Unknown,662,3623,2008-05-12,,0
,0.9783,0.8543,-0.3666,,1,0,0,0,1,False,Unknown,Unknown,227,3624,2007-12-20,,0
0.992,0.9906,,0.9844,0.9882,0,0,1,0,0,False,Unknown,Unknown,937,3625,2007-05-21,,0
,0.0856,0.9933,,,1,0,0,1,1,False,Unknown,Unknown,180,3626,2007-02-26,,0
0.6432,-0.7749,-0.9668,,0.9839,0,0,0,1,0,False,Unknown,Unknown,445,3627,2005-08-30,,0
0.9574,-0.9838,0.3623,,-0.7187,0,0,0,1,0,False,Unknown,Unknown,508,3628,2004-12-02,,0
,0.9788,0.9647,0.8683,,1,0,0,0,1,False,Unknown,Unknown,550,3629,2004-09-05,,0
,0.9926,0.9956,0.9901,,1,0,0,0,1,False,Unknown,Unknown,372,3630,2004-04-27,,0
0.628,0.417,0.3681,0.2548,0.6439,0,0,0,0,0,False,Unknown,Unknown,2385,3631,2004-04-24,,0
0.7397,0.104,0.1608,-0.1539,0.1827,0,0,0,0,0,False,Unknown,Unknown,1063,3632,2004-02-12,,0
,0.987,0.9928,,,1,0,0,1,1,False,Unknown,Unknown,556,3633,2003-10-21,,0
0.994,,0.9965,,,0,1,0,1,1,False,Unknown,Unknown,316,3634,2003-10-19,,0
,0.995,0.9941,,0.9896,1,0,0,1,0,False,Unknown,Unknown,675,3635,2003-09-21,,0
0.9949,,0.9954,,,0,1,0,1,1,True,Family Leisure,Economy Class,193,3636,2023-07-13,2023-07-01,1
,,,,,1,1,1,1,1,False,Solo Leisure,Economy Class,236,3637,2023-07-05,2023-07-01,1
,0.9935,0.9923,0.981,,1,0,0,0,1,True,Solo Leisure,Economy Class,525,3638,2023-07-03,2023-06-01,1
0.896,,0.977,0.8329,,0,1,0,0,1,True,Family Leisure,Economy Class,245,3639,2023-06-16,2023-05-01,1
,,-0.9856,-0.9789,,1,1,0,0,1,True,Business,Economy Class,990,3640,2023-05-29,2023-01-01,0
,,0.9622,0.9205,,1,1,0,0,1,False,Solo Leisure,Economy Class,838,3641,2023-05-17,2023-05-01,1
,,,0.8854,,1,1,1,0,1,True,Solo Leisure,Economy Class,288,3642,2023-05-15,2023-05-01,1
0.9894,0.9827,0.9878,,,0,0,0,1,1,True,Couple Leisure,Business Class,1191,3643,2023-04-25,2023-04-01,1
,,,,,1,1,1,1,1,False,Couple Leisure,Economy Class,180,3644,2023-04-23,2023-04-01,1
0.9935,,0.9941,0.985,,0,1,0,0,1,True,Solo Leisure,Economy Class,561,3645,2023-04-21,2023-04-01,1
0.9808,0.9885,0.9922,0.9614,,0,0,0,0,1,True,Solo Leisure,Economy Class,488,3646,2023-03-26,2023-03-01,1
,,,-0.9717,,1,1,1,0,1,True,Couple Leisure,Economy Class,749,3647,2023-03-10,2023-02-01,0
,-0.9644,,-0.8989,,1,0,1,0,1,True,Solo Leisure,Economy Class,661,3648,2023-02-28,2023-02-01,0
,,0.9957,,,1,1,0,1,1,True,Solo Leisure,Economy Class,171,3649,2023-02-18,2023-02-01,1
,,,-0.6935,,1,1,1,0,1,True,Solo Leisure,Economy Class,1277,3650,2023-02-10,2022-11-01,0
,,-0.9338,-0.9379,,1,1,0,0,1,True,Business,Economy Class,636,3651,2023-02-02,2023-01-01,0
,,-0.9847,-0.7859,,1,1,0,0,1,True,Family Leisure,Economy Class,723,3652,2023-01-01,2022-12-01,0
0.8646,0.8894,0.8809,0.8303,0.8426,0,0,0,0,0,True,Solo Leisure,Economy Class,2783,3653,2022-11-20,2022-11-01,1
,0.987,0.9878,0.9819,,1,0,0,0,1,True,Solo Leisure,Economy Class,256,3654,2022-11-17,2022-11-01,1
0.9699,0.9187,0.9472,0.883,,0,0,0,0,1,True,Solo Leisure,Business Class,642,3655,2022-10-21,2022-10-01,1
,,-0.9732,-0.9679,-0.9448,1,1,0,0,0,True,Business,Economy Class,984,3656,2022-09-27,2022-09-01,0
,,-0.9652,,,1,1,0,1,1,False,Family Leisure,Economy Class,387,3657,2022-09-05,2022-09-01,0
,0.9621,0.965,0.5859,,1,0,0,0,1,True,Solo Leisure,Economy Class,408,3658,2022-09-01,2022-02-01,1
,,0.9885,0.9628,,1,1,0,0,1,True,Couple Leisure,Economy Class,678,3659,2022-08-01,2022-08-01,1
-0.9011,,-0.9065,,,0,1,0,1,1,False,Business,Economy Class,1968,3660,2022-07-16,2022-07-01,0
,,,-0.9739,,1,1,1,0,1,False,Family Leisure,Economy Class,348,3661,2022-07-14,2022-07-01,0
,0.9941,0.9955,,,1,0,0,1,1,False,Solo Leisure,Economy Class,319,3662,2022-04-21,2022-04-01,1
,,,-0.9167,,1,1,1,0,1,True,Couple Leisure,Economy Class,355,3663,2022-04-10,2022-04-01,0
,,-0.9585,-0.9031,-0.8494,1,1,0,0,0,False,Couple Leisure,Economy Class,780,3664,2022-04-04,2022-03-01,0
,,-0.9269,-0.8957,,1,1,0,0,1,True,Solo Leisure,Economy Class,771,3665,2022-03-27,2022-02-01,0
,,,-0.0392,,1,1,1,0,1,True,Family Leisure,Economy Class,666,3666,2022-02-25,2021-12-01,0
,,-0.8703,,,1,1,0,1,1,False,Family Leisure,Economy Class,1109,3667,2021-12-18,2021-12-01,0
,,-0.8443,-0.8345,,1,1,0,0,1,True,Business,Economy Class,3240,3668,2021-11-16,2021-11-01,0
0.9927,,0.9894,0.9289,,0,1,0,0,1,True,Family Leisure,Economy Class,274,3669,2021-09-02,2021-09-01,1
,,-0.973,-0.9587,,1,1,0,0,1,False,Family Leisure,Economy Class,431,3670,2021-09-01,2021-09-01,0
0.9966,,0.9965,0.9759,,0,1,0,0,1,True,Couple Leisure,Economy Class,582,3671,2021-08-24,2021-08-01,1
,,,-0.9753,,1,1,1,0,1,True,Family Leisure,Economy Class,425,3672,2021-07-29,2021-07-01,0
,,-0.9894,-0.9618,,1,1,0,0,1,True,Couple Leisure,Economy Class,368,3673,2021-07-24,2021-07-01,0
,,0.9899,0.9384,,1,1,0,0,1,False,Family Leisure,Economy Class,487,3674,2021-07-21,2021-07-01,1
,,0.9898,0.9658,,1,1,0,0,1,False,Couple Leisure,Economy Class,569,3675,2020-10-06,2019-11-01,1
0.9849,,0.9842,,,0,1,0,1,1,True,Solo Leisure,Business Class,292,3676,2020-01-15,2019-12-01,1
,,,,,1,1,1,1,1,False,Business,Economy Class,265,3677,2019-11-14,2019-11-01,1
,,,-0.942,,1,1,1,0,1,True,Family Leisure,Economy Class,415,3678,2019-07-19,2019-07-01,0
0.9922,0.9722,,0.907,,0,0,1,0,1,True,Business,Economy Class,526,3679,2019-04-18,2018-05-01,1
0.9669,,0.9485,0.7042,,0,1,0,0,1,False,Couple Leisure,Economy Class,669,3680,2016-11-20,2016-11-01,1
,,0.8862,0.6866,,1,1,0,0,1,False,Couple Leisure,Economy Class,395,3681,2016-10-08,2016-10-01,1
-0.0649,-0.5065,-0.7956,-0.796,,0,0,0,0,1,False,Couple Leisure,Business Class,990,3682,2016-10-06,2016-09-01,0
0.9942,0.9813,0.9893,,,0,0,0,1,1,False,Business,Economy Class,231,3683,2016-04-05,2016-03-01,1
0.9837,0.9614,0.9663,0.9357,,0,0,0,0,1,False,Solo Leisure,Economy Class,893,3684,2016-01-17,2016-01-01,1
,,-0.9951,,,1,1,0,1,1,False,Solo Leisure,Economy Class,221,3685,2023-03-01,2023-01-01,0
,,,-0.9833,,1,1,1,0,1,False,Business,Economy Class,251,3686,2022-06-26,2022-06-01,0
,,-0.9567,-0.9525,,1,1,0,0,1,True,Solo Leisure,Economy Class,721,3687,2022-06-21,2022-06-01,0
,,-0.9902,,,1,1,0,1,1,False,Solo Leisure,Economy Class,554,3688,2022-05-09,2022-03-01,0
,0.9829,0.9875,0.9717,,1,0,0,0,1,True,Solo Leisure,Economy Class,861,3689,2021-08-15,2021-08-01,1
,,-0.9684,,,1,1,0,1,1,True,Family Leisure,Economy Class,515,3690,2020-09-18,2020-09-01,0
,-0.9725,-0.9835,-0.9814,,1,0,0,0,1,True,Business,Economy Class,631,3691,2020-09-09,2020-09-01,0
,,0.837,,,1,1,0,1,1,True,Solo Leisure,Economy Class,241,3692,2019-12-25,2019-10-01,1
,0.9851,0.9905,0.9798,,1,0,0,0,1,True,Couple Leisure,Economy Class,583,3693,2019-06-20,2019-06-01,1
0.9085,0.5564,0.9595,0.5104,0.5697,0,0,0,0,0,True,Business,Economy Class,938,3694,2018-03-11,2018-03-01,1
,,-0.9843,-0.97,,1,1,0,0,1,False,Family Leisure,Economy Class,796,3695,2016-08-17,2016-08-01,0
,,-0.651,-0.924,,1,1,0,0,1,False,Solo Leisure,Economy Class,700,3696,2016-06-22,2016-06-01,1
0.9204,,0.8609,0.8017,,0,1,0,0,1,False,Business,Economy Class,1333,3697,2016-04-18,2016-04-01,1
0.9965,0.991,0.9964,0.9819,,0,0,0,0,1,False,Family Leisure,Economy Class,420,3698,2015-11-07,2015-10-01,1
0.9725,0.9845,0.9889,-0.2293,,0,0,0,0,1,False,Couple Leisure,Economy Class,324,3699,2015-10-24,2015-10-01,1
,,0.7623,0.537,,1,1,0,0,1,False,Unknown,Economy Class,533,3700,2015-03-04,,1
,-0.8921,-0.9579,-0.8876,,1,0,0,0,1,False,Unknown,Economy Class,1277,3701,2014-07-15,,0
0.9924,,0.9902,0.8095,0.9669,0,1,0,0,0,False,Unknown,Economy Class,392,3702,2014-06-30,,1
0.0661,-0.8987,-0.7644,-0.7792,,0,0,0,0,1,False,Unknown,Economy Class,684,3703,2014-04-27,,1
,-0.9042,,-0.9174,,1,0,1,0,1,False,Unknown,Economy Class,921,3704,2014-04-19,,0
0.9681,0.9449,0.9548,0.7518,,0,0,0,0,1,False,Unknown,Economy Class,798,3705,2014-03-30,,1
,,0.9892,0.4719,,1,1,0,0,1,False,Unknown,Economy Class,427,3706,2013-08-18,,1
0.9054,0.6727,0.9888,0.6212,,0,0,0,0,1,False,Unknown,Economy Class,652,3707,2013-08-18,,1
0.9855,,0.9964,0.9307,,0,1,0,0,1,False,Unknown,Economy Class,253,3708,2009-07-12,,1
0.9962,0.9928,0.9947,0.9823,,0,0,0,0,1,False,Unknown,Unknown,600,3709,2008-11-25,,0
,,-0.8066,-0.808,,1,1,0,0,1,True,Couple Leisure,Economy Class,641,3710,2023-07-17,2023-07-01,0
,,,-0.819,,1,1,1,0,1,False,Couple Leisure,Economy Class,515,3711,2023-06-30,2023-03-01,0
,,0.919,0.8394,,1,1,0,0,1,True,Solo Leisure,Economy Class,268,3712,2020-04-21,2020-03-01,1
,,0.9043,,0.8089,1,1,0,1,0,True,Couple Leisure,Economy Class,506,3713,2018-05-26,2018-02-01,1
-0.9905,,,-0.9538,,0,1,1,0,1,False,Family Leisure,Economy Class,230,3714,2023-07-15,2023-07-01,0
,,-0.9623,-0.9397,,1,1,0,0,1,True,Couple Leisure,Economy Class,468,3715,2023-07-15,2023-06-01,0
,,0.9921,0.9802,,1,1,0,0,1,True,Business,Economy Class,293,3716,2023-07-13,2023-07-01,1
,,-0.9013,-0.8698,,1,1,0,0,1,True,Family Leisure,Economy Class,892,3717,2023-07-08,2023-07-01,0
,,-0.9921,-0.9881,,1,1,0,0,1,True,Solo Leisure,Economy Class,440,3718,2023-07-08,2023-07-01,0
,,,-0.9851,,1,1,1,0,1,True,Family Leisure,Economy Class,395,3719,2023-07-03,2023-06-01,0
-0.9515,,-0.9684,-0.9551,,0,1,0,0,1,True,Solo Leisure,Economy Class,876,3720,2023-06-20,2023-06-01,0
,,,-0.9761,,1,1,1,0,1,True,Family Leisure,Economy Class,481,3721,2023-06-16,2023-06-01,0
,-0.9117,,-0.9343,,1,0,1,0,1,True,Family Leisure,Economy Class,691,3722,2023-06-06,2023-05-01,0
,,-0.9884,,-0.9654,1,1,0,1,0,True,Solo Leisure,Economy Class,328,3723,2023-06-06,2023-02-01,0
,,,-0.9509,,1,1,1,0,1,True,Family Leisure,Economy Class,468,3724,2023-06-04,2023-06-01,0
-0.9059,,,-0.9295,,0,1,1,0,1,True,Business,Economy Class,962,3725,2023-05-23,2023-05-01,0
,,,-0.9858,,1,1,1,0,1,True,Solo Leisure,Economy Class,486,3726,2023-05-22,2023-05-01,0
-0.9619,,-0.9911,,,0,1,0,1,1,True,Family Leisure,Economy Class,416,3727,2023-05-15,2023-05-01,0
-0.9585,-0.9662,-0.9639,,,0,0,0,1,1,True,Business,Economy Class,644,3728,2023-05-15,2023-05-01,0
,,0.9963,0.993,,1,1,0,0,1,False,Solo Leisure,Economy Class,170,3729,2023-05-13,2023-05-01,1
0.9959,0.9964,0.9972,,,0,0,0,1,1,True,Family Leisure,Economy Class,258,3730,2023-05-10,2023-05-01,1
0.9919,0.9962,0.9936,,,0,0,0,1,1,True,Couple Leisure,Economy Class,273,3731,2023-05-06,2023-05-01,1
,,-0.9483,,,1,1,0,1,1,True,Solo Leisure,Economy Class,378,3732,2023-05-03,2023-05-01,0
0.9471,,0.9259,0.8378,,0,1,0,0,1,True,Family Leisure,Economy Class,583,3733,2023-05-03,2023-05-01,1
